-1.850166333152343245e-01,8.482458820179582248e-02,4.063249535049519995e-02,1.071203689487654487e-01,1.198516218752555540e-01,-2.324245058561192068e-01
-2.601434683845520873e-02,-6.682099784630388117e-02,3.488641321939510431e-02,-2.647966497390074614e-01,-7.035111829562966379e-02,1.766435990595525141e-01
-8.548209215797070160e-02,-6.546891056599762893e-02,-3.590615439894581651e-02,-3.841053118191584820e-02,-1.261347335197589015e-01,-8.198553982894696279e-02
-5.195205081080971066e-02,-1.362621828233868959e-01,-1.502296625732288948e-01,1.055513706702759513e-01,7.455210893370950442e-02,-2.347960806043249138e-01
2.506078099427311856e-01,-1.107466496722821353e-01,8.860760523999311467e-02,-7.948162165031798232e-02,1.137314875271901587e-01,1.169345242762622611e-01
-2.292125941028854141e-01,2.521432314524651996e-01,-7.908259271453016437e-02,-2.117485877676530959e-02,7.732811490342074434e-02,-1.126068181274831326e-01
-1.181012343511110008e-01,-2.536619534605957099e-02,7.214079043995987386e-03,2.395200219205140257e-04,-2.337516997200279542e-02,6.461401987348620868e-02
4.653109239316580159e-02,3.714405293539057573e-01,-7.091571778810430715e-02,-2.913764713511575732e-01,1.662767639635416295e-01,6.800758697333149361e-02
4.359768424118608265e-02,-9.991018417515463990e-02,5.502076079391336749e-02,2.166568585750980880e-01,1.098286476106437592e-01,-1.115712756683672063e-01
5.005618805845694907e-02,-1.514277307745946766e-01,4.389498056630275480e-02,-1.105224589874023375e-02,8.844947702111423393e-03,-3.330191875701498661e-01
3.727680614975189405e-02,-5.760277572454170630e-02,-1.321702818641254107e-01,-1.059770496865370670e-01,1.275934114508393280e-01,1.115655182745277363e-01
